,Year,Julian_collection,Sex,Site,TL_cm,SL_cm,HW_cm,Mass_g,Papilla_cm,Acces_gonad_g,Gonad_g,Liver_g,Trap,Month,Reproductive_Status,Repro_Strategy,GSI,HSI,Fulton_Condition,SiteType,cYear
12881,2017,92,Male,DC,6.42,4.63,0.97,3.609,0.25,0.007,0.191,0.047,D,NA,R,SM,0.052923247,0.013022998,3.636167736,Low contamination,11
15739,2021,153,Female,SI,6.72,5.54,0.8,4.534,0.21,NA,0.24,0.123,C,June,NR,NA,0.052933392,0.027128363,2.666565289,High contamination,15
876,2007,143,Female,SI,5.8,4.74,0.08,2.342,0.27,NA,0.124,NA,NA,May,NR,NA,0.0529462,NA,2.199134874,High contamination,1
3263,2006,180,Male,LS,5.27,4.16,0.068,1.944,0.41,0.009,0.103,0.026,NA,June,R,SM,0.052983539,0.013374486,2.700326439,Low contamination,0
3038,2011,179,Female,P27,6.3,5.01,0.079,3.284,0.25,NA,0.174,0.113,NA,June,NR,NA,0.052984166,0.034409257,2.611499643,High contamination,5
1654,2011,152,Male,SI,6.97,5.64,0.097,4.147,0.44,0.02,0.22,0.042,NA,June,NR,NA,0.053050398,0.010127803,2.311515039,High contamination,5
1672,2011,152,Female,SI,6.04,4.9,0.085,2.205,0.24,NA,0.117,0.082,NA,June,NR,NA,0.053061224,0.037188209,1.874219075,High contamination,5
961,2005,146,Male,LS,NA,5.81,NA,4.221,NA,0.042,0.224,0.062,NA,May,NA,NA,0.053067993,0.014688462,2.152221448,Low contamination,-1
1536,2011,152,Male,DC,6.8,5.5,0.112,4.56,0.42,0.031,0.242,0.08,NA,June,R,RM,0.053070175,0.01754386,2.740796394,Low contamination,5
1352,2008,150,Female,SI,6.8,5.42,0.074,3.748,0.2,NA,0.199,0.036,NA,May,NR,NA,0.053094984,0.009605123,2.35397433,High contamination,2
3799,2012,193,Male,SI,6.29,5.14,0.097,3.314,0.38,0.019,0.176,0.026,NA,July,R,SM,0.053108027,0.007845504,2.440411973,High contamination,6
15096,2020,182,Male,LS,6.31,5.03,0.71,3.464,0.46,0.017,0.184,0.047,B,July,R,SM,0.053117783,0.013568129,2.721911047,Low contamination,14
1052,2010,146,Male,SI,8,6.5,0.123,6.82,0.61,0.014,0.363,0.14,NA,May,R,SM,0.053225806,0.020527859,2.483386436,High contamination,4
3808,2012,193,Male,LS,5.65,4.51,0.089,2.348,0.46,0.005,0.125,0.025,NA,July,R,SM,0.053236797,0.010647359,2.559578579,Low contamination,6
2680,2005,173,Female,FP,NA,4.42,NA,1.764,NA,NA,0.094,0.037,NA,June,NA,NA,0.053287982,0.020975057,2.042827863,Low contamination,-1
1865,2010,159,Female,LS,6.43,5.16,0.097,3.413,0.3,NA,0.182,0.095,NA,June,NR,NA,0.05332552,0.027834749,2.48420358,Low contamination,4
15812,2021,167,Female,SI,5.62,4.52,0.6,2.08,0.17,NA,0.111,0.053,C,June,NR,NA,0.053365385,0.025480769,2.252413027,High contamination,15
3007,2011,179,Female,LS,6.68,5.6,0.093,3.97,0.27,NA,0.212,0.085,NA,June,R,NA,0.053400504,0.021410579,2.260614067,Low contamination,5
3682,2006,193,Female,FP,8.35,6.79,0.117,8.422,NA,NA,0.45,0.134,NA,July,NA,NA,0.053431489,0.01591071,2.690332229,Low contamination,0
2005,2007,163,Male,LS,8.43,6.89,0.131,7.984,0.55,0.027,0.427,0.081,NA,June,R,SM,0.053481964,0.010145291,2.440972364,Low contamination,1
2557,2007,171,Female,P27,5.88,4.75,0.074,2.524,0.27,NA,0.135,0.089,NA,June,NR,NA,0.053486529,0.03526149,2.355095495,High contamination,1
10533,2013,176,Female,P27,5.8,4.76,0.68,2.71,0.17,NA,0.145,0.093,B,June,R,NA,0.053505535,0.034317343,2.512745088,High contamination,7
3796,2012,193,Male,SI,6.58,5.41,0.115,4.46,0.44,0.009,0.239,0.08,NA,July,R,SM,0.053587444,0.01793722,2.816716017,High contamination,6
5276,2008,213,Female,P27,6.65,5.36,0.078,3.246,0.27,NA,0.174,0.053,NA,August,NR,NA,0.053604436,0.016327788,2.107920107,High contamination,2
2620,2008,171,Male,SI,7.22,5.96,0.093,4.66,0.43,0,0.25,0.09,NA,June,R,SM,0.053648069,0.019313305,2.201137321,High contamination,2
5984,2011,222,Female,P27,5.7,4.72,0.09,2.851,0.31,NA,0.153,0.051,NA,August,NR,NA,0.053665381,0.01788846,2.711260341,High contamination,5
2896,2008,178,Male,SI,6.96,5.84,0.116,4.805,0.48,0.011,0.258,0.035,NA,June,R,SM,0.053694069,0.007284079,2.412430723,High contamination,2
12644,2016,220,Male,P27,5.54,4.51,0.77,2.532,0.43,0.009,0.136,0.012,A,August,NR,NA,0.05371248,0.004739336,2.760158843,High contamination,10
13101,2017,192,Male,P27,5.53,4.45,0.75,2.382,0.45,0.012,0.128,0.04,B,July,R,SM,0.053736356,0.016792611,2.703097583,High contamination,11
3680,2006,193,Female,FP,9.06,7.38,0.125,10.923,NA,NA,0.587,0.458,NA,July,NA,NA,0.053739815,0.041929873,2.71752062,Low contamination,0
4024,2011,194,Male,SI,6.15,5.06,0.095,2.94,0.33,0.013,0.158,0.016,NA,July,R,PM,0.053741497,0.005442177,2.269320205,High contamination,5
2836,2002,178,Male,FP,6.7,5.4,NA,3.236,NA,NA,0.174,NA,NA,June,NA,NA,0.053770087,NA,2.055072906,Low contamination,-4
3078,2011,179,Male,SI,5.46,4.59,0.082,2.51,0.44,0.011,0.135,0.037,NA,June,R,SM,0.053784861,0.014741036,2.595587446,High contamination,5
11846,2015,160,Female,LS,10.08,8.2,1.47,15.673,0.45,NA,0.843,0.462,A,June,NR,NA,0.053786767,0.029477445,2.842566126,Low contamination,9
16018,2021,223,Female,LS,8.48,6.44,1.41,8.215,0.45,NA,0.442,0.094,B,August,R,NA,0.053804017,0.011442483,3.075742443,Low contamination,15
10511,2013,176,Female,DC,6.38,5.15,0.71,3.716,0.18,NA,0.2,0.146,D,June,NR,NA,0.053821313,0.039289559,2.720533125,Low contamination,7
7300,2006,251,Female,P27,6.88,5.64,0.093,3.715,0.22,NA,0.2,0.079,NA,September,NR,NA,0.053835801,0.021265141,2.07072061,High contamination,0
4771,2011,207,Female,DC,7.04,5.91,0.097,4.79,0.25,NA,0.258,0.114,NA,July,NR,NA,0.053862213,0.023799582,2.320454573,Low contamination,5
16906,2022,222,Male,P27,5.33,4.38,0.71,1.985,0.4,0.007,0.107,0.013,B,August,SM ,SM ,0.053904282,0.006549118,2.362317023,High contamination,16
2141,2006,165,Male,DC,NA,5.39,0.094,4.062,NA,0.03,0.219,0.039,NA,June,R,SM,0.053914328,0.009601182,2.594021812,Low contamination,0
15891,2021,181,Female,DC,8.46,6.82,1.14,9.564,0.3,NA,0.516,0.221,B,June,R,NA,0.053952321,0.023107486,3.014993939,Low contamination,15
13845,2018,157,Male,LS,7.16,5.69,0.84,4.799,0.55,0.022,0.259,0.072,C,June,R,SM,0.053969577,0.015003126,2.605037328,Low contamination,12
1492,2012,151,Male,SI,5.22,4.49,0.074,1.85,0.28,0,0.1,0.01,NA,May,R,SM,0.054054054,0.005405405,2.043773226,High contamination,6
15087,2020,182,Male,DC,8.85,7,1.17,9.858,0.63,0.078,0.533,0.085,D,July,R,PM,0.054067762,0.008622439,2.874052478,Low contamination,14
11332,2014,155,Female,LS,6.69,5.5,0.77,3.847,0.29,NA,0.208,0.092,C,June,R,NA,0.054068105,0.023914739,2.312246431,Low contamination,8
3278,2011,180,Male,GC,5.08,4.16,0.109,1.794,0.48,0.009,0.097,0.015,NA,June,R,SM,0.054069119,0.008361204,2.491967918,Low contamination,5
4515,2006,201,Female,P27,6.23,5.02,0.087,3.179,0.25,NA,0.172,0.123,NA,July,NR,NA,0.054105064,0.038691412,2.512924129,High contamination,0
1710,2012,152,Female,FP,8.83,7.52,0.15,9.61,0.26,NA,0.52,0.25,NA,June,NR,NA,0.054110302,0.026014568,2.25979928,Low contamination,6
3229,2006,180,Male,SI,6.2,4.69,0.089,3.029,0.35,0.015,0.164,0.013,NA,June,R,SM,0.054143282,0.004291845,2.936166945,High contamination,0
12537,2016,206,Male,SI,6.2,4.88,0.59,3.047,0.41,0.005,0.165,0.043,B,July,R,SM,0.054151625,0.014112242,2.621881072,High contamination,10
14096,2019,128,Female,P27,8.23,6.84,1.46,8.16,0.32,NA,0.442,0.102,D,May,R,NA,0.054166667,0.0125,2.549892395,High contamination,13
12352,2016,164,Male,GC,7.79,6.3,1.44,7.157,0.51,0.029,0.388,0.139,C,June,R,SM,0.054212659,0.019421545,2.862261895,Low contamination,10
2382,2011,166,Male,SI,4.8,4.05,0.073,1.697,0.3,0.004,0.092,0.016,NA,June,R,SM,0.054213318,0.009428403,2.554563912,High contamination,5
4504,2006,201,Male,P27,5.51,4.58,0.065,2.342,0.4,0.007,0.127,0.027,NA,July,R,SM,0.054227156,0.011528608,2.43775725,High contamination,0
15813,2021,167,Male,SI,6.31,4.73,0.88,3.429,0.42,0.011,0.186,0.042,C,June,R,SM,0.05424322,0.012248469,3.240291361,High contamination,15
4809,2011,207,Male,P27,5.61,4.57,0.085,2.45,0.36,0.012,0.133,0.022,NA,July,R,SM,0.054285714,0.008979592,2.566950442,High contamination,5
965,2005,146,Female,LS,NA,5.58,NA,4.088,NA,NA,0.222,0.102,NA,May,NA,NA,0.054305284,0.024951076,2.352926117,Low contamination,-1
2898,2008,178,Male,SI,5.2,4.31,0.066,1.895,0.41,0.005,0.103,0.006,NA,June,R,SM,0.054353562,0.003166227,2.366886343,High contamination,2
13063,2017,179,Female,LS,10.19,8.4,1.53,17.055,0.48,NA,0.927,0.452,C,June,NR,NA,0.054353562,0.026502492,2.877490282,Low contamination,11
10568,2013,190,Male,FP,5.11,4.16,0.62,2.096,0.36,0.013,0.114,0.148,A,July,R,SM,0.054389313,0.070610687,2.911463075,Low contamination,7
5133,2010,211,Male,P27,7.4,6,0.112,5.348,0.61,0.016,0.291,0.058,NA,July,R,PM,0.054412865,0.010845176,2.475925926,High contamination,4
1687,2011,152,Male,SI,5.73,4.55,0.09,2.388,0.34,NA,0.13,0.027,NA,June,R,RM,0.054438861,0.011306533,2.535129404,High contamination,5
4307,2007,199,Male,SI,6.82,5.5,0.094,3.838,0.39,0.012,0.209,0.043,NA,July,R,SM,0.054455446,0.011203752,2.306836965,High contamination,1
3058,2011,179,Male,SI,6.19,5.2,0.196,3.432,0.39,0.016,0.187,0.057,NA,June,R,RM,0.054487179,0.016608392,2.440828402,High contamination,5
1381,2006,151,Female,FP,NA,6.28,0.088,6.789,NA,NA,0.37,0.089,NA,May,NA,NA,0.054499926,0.013109442,2.74111261,Low contamination,0
703,2012,137,Male,SI,5.22,4.38,0.083,1.908,0.32,0.009,0.104,0.007,NA,May,R,SM,0.054507338,0.003668763,2.270680544,High contamination,6
5399,2010,215,Female,P27,5.67,4.49,0.077,2.107,0.19,NA,0.115,0.043,NA,August,NR,NA,0.054579972,0.020408163,2.327691993,High contamination,4
520,2010,132,Female,SI,9.23,7.48,0.147,10.479,0.57,NA,0.572,0.371,NA,May,NR,NA,0.054585361,0.035404142,2.503888853,High contamination,4
4479,2006,201,Male,P27,7.26,5.86,0.112,5.86,0.56,0,0.32,0.1,NA,July,R,SM,0.054607509,0.017064846,2.912089832,High contamination,0
16853,2022,207,Male,P27,5.6,4.59,0.89,2.6,0.64,0.009,0.142,0.045,A,July,SM ,SM ,0.054615385,0.017307692,2.688656318,High contamination,16
992,2010,146,Male,DC,4.46,3.57,0.06,0.952,0.4,0.003,0.052,0.005,NA,May,NR,NA,0.054621849,0.005252101,2.092340204,Low contamination,4
863,2007,143,Female,SI,6.7,5.7,0.094,3.66,0.24,NA,0.2,0.057,NA,May,NR,NA,0.054644809,0.01557377,1.976316599,High contamination,1
13114,2017,192,Female,LS,7.57,6.39,0.91,6.4,0.32,NA,0.35,0.176,A,July,NR,NA,0.0546875,0.0275,2.452886198,Low contamination,11
556,2007,136,Male,SI,8.8,7.16,0.118,8.61,0.45,0.024,0.471,0.064,NA,May,R,SM,0.054703833,0.007433217,2.345654721,High contamination,1
2377,2011,166,Female,SI,5.34,4.5,0.078,2.285,0.21,NA,0.125,0.089,NA,June,NR,NA,0.054704595,0.038949672,2.507544582,High contamination,5
11843,2015,160,Female,P27,5.82,4.71,0.69,2.705,0.28,NA,0.148,0.091,C,June,NR,NA,0.054713494,0.033641405,2.588836053,High contamination,9
181,2008,113,Female,LS,8.16,6.58,0.117,7.548,0.22,NA,0.413,0.28,NA,NA,NR,NA,0.054716481,0.037095919,2.649440743,Low contamination,2
12949,2017,150,Female,LS,5.39,4.31,0.69,1.754,0.19,NA,0.096,0.064,D,May,NR,NA,0.054732041,0.036488027,2.190775011,Low contamination,11
5473,2002,220,Female,DC,8.7,7.1,NA,9.117,NA,NA,0.499,NA,NA,August,NA,NA,0.054732917,NA,2.547281307,Low contamination,-4
2679,2005,173,Female,FP,NA,5.5,NA,4.199,NA,NA,0.23,0.086,NA,June,NA,NA,0.054774946,0.020481067,2.523816679,Low contamination,-1
2267,2005,166,Female,DC,NA,6.9,NA,8.686,NA,NA,0.476,0.282,NA,June,NA,NA,0.054800829,0.032466037,2.64406759,Low contamination,-1
12474,2016,192,Male,SI,7.06,5.81,0.99,5.127,0.48,0.023,0.281,0.108,C,July,R,SM,0.05480788,0.02106495,2.614176584,High contamination,10
2666,2005,173,Female,DC,NA,6.5,NA,6.477,NA,NA,0.355,0.21,NA,June,NA,NA,0.054809325,0.032422418,2.358488848,Low contamination,-1
10847,2013,218,Female,LS,8.08,6.83,0.93,7.078,0.46,NA,0.388,0.181,D,August,NR,NA,0.054817745,0.025572196,2.221510894,Low contamination,7
1665,2011,152,Male,SI,5.29,4.3,0.076,1.678,0.31,0.004,0.092,0.035,NA,June,R,RM,0.054827175,0.020858164,2.110505993,High contamination,5
1486,2012,151,Male,SI,5.99,4.9,0.072,3.1,0.38,NA,0.17,0.04,NA,May,NR,NA,0.05483871,0.012903226,2.634956523,High contamination,6
15181,2020,197,Female,LS,7.95,6.47,0.97,7.821,0.3,NA,0.429,0.173,C,July,NR,NA,0.054852321,0.022119934,2.88768252,Low contamination,14
4436,2008,199,Male,SI,5.83,4.76,0.076,3.007,0.32,0.004,0.165,0.028,NA,July,R,SM,0.054871965,0.009311606,2.788127114,High contamination,2
3949,2011,194,Male,DC,6.99,5.58,0.093,4.738,0.51,0.015,0.26,0.04,NA,July,R,SM,0.054875475,0.008442381,2.727045974,Low contamination,5
5889,2011,222,Male,P27,7.83,6.32,0.108,7.107,0.63,0.043,0.39,0.072,NA,August,R,SM,0.054875475,0.010130857,2.81536742,High contamination,5
4322,2007,199,Male,P27,5.51,4.48,0.085,2.186,0.46,0.012,0.12,0.022,NA,July,R,SM,0.054894785,0.010064044,2.431174409,High contamination,1
4478,2006,201,Male,P27,7.15,5.73,0.092,4.37,0.55,0,0.24,0.05,NA,July,R,SM,0.054919908,0.011441648,2.322830774,High contamination,0
3243,2006,180,Female,SI,4.84,4.04,0.063,1.311,NA,NA,0.072,0.03,NA,June,NR,NA,0.054919908,0.022883295,1.988193256,High contamination,0
11480,2014,154,Male,LS,8.04,6.41,1,7.335,0.57,0.028,0.403,0.052,B,June,R,PM,0.054942059,0.007089298,2.785005323,Low contamination,8
12444,2016,192,Female,LS,7.42,6.11,1.08,4.618,0.34,NA,0.254,0.191,D,July,NR,NA,0.055002165,0.041359896,2.024558349,Low contamination,10
3005,2011,179,Male,LS,8.35,6.99,0.113,7.652,0.48,0.042,0.421,0.096,NA,June,R,RM,0.055018296,0.01254574,2.240492189,Low contamination,5
2922,2008,178,Female,FP,5.97,4.72,0.07,2.578,0.28,NA,0.142,0.012,NA,June,NR,NA,0.055081458,0.004654771,2.451641234,Low contamination,2
3061,2011,179,Male,SI,5.79,4.93,0.085,2.865,0.32,0.018,0.158,0.101,NA,June,R,PM,0.055148342,0.035253054,2.391023632,High contamination,5
3562,2008,191,Male,LS,7.04,5.76,0.088,4.53,0.62,0,0.25,0.03,NA,July,R,SM,0.055187638,0.006622517,2.370449741,Low contamination,2
3557,2008,191,Female,LS,6.23,5.18,0.071,3.08,0.3,NA,0.17,0.12,NA,July,NR,NA,0.055194805,0.038961039,2.215957554,Low contamination,2
11902,2015,188,Female,P27,6.741,5.9,0.87,4.528,0.23,NA,0.25,0.146,D,July,NR,NA,0.055212014,0.032243816,2.204704473,High contamination,9
276,2007,115,Female,LS,9.2,7.34,0.116,9.987,0.4,NA,0.552,0.313,NA,NA,NR,NA,0.055271853,0.031340743,2.525497077,Low contamination,1
1635,2011,152,Male,SI,6.58,5.4,0.101,3.796,0.39,0.008,0.21,0.041,NA,June,R,RM,0.055321391,0.010800843,2.41070975,High contamination,5
3392,2007,185,Male,P27,6.92,5.47,0.097,4.282,0.46,0.026,0.237,0.066,NA,July,R,SM,0.055347968,0.015413358,2.616282787,High contamination,1
10458,2013,162,Female,LS,7.89,6.36,1.29,9.484,0.37,NA,0.525,0.367,A,June,NR,NA,0.05535639,0.038696752,3.686550593,Low contamination,7
6011,2011,222,Male,P27,6.35,5.46,0.091,3.45,0.42,0.013,0.191,0.03,NA,August,R,SM,0.055362319,0.008695652,2.119537804,High contamination,5
13057,2017,179,Female,P27,7.41,6.03,1.21,5.49,0.28,NA,0.304,0.082,B,June,NR,NA,0.055373406,0.014936248,2.503919763,High contamination,11
15737,2021,153,Female,DC,7.74,6.24,0.73,7.801,0.29,NA,0.432,0.197,D,June,NR,NA,0.055377516,0.025253173,3.210676201,Low contamination,15
16765,2022,207,Male,P27,5.11,4.15,0.63,1.804,0.48,0.01,0.1,0.02,C,July,R,SM,0.055432373,0.011086475,2.52401681,High contamination,16
13869,2018,171,Male,LS,5.43,3.98,0.68,1.497,0.48,0.006,0.083,0.029,D,June,R,SM,0.055444222,0.019372077,2.374502243,Low contamination,12
3138,2012,179,Female,DC,7.3,6.3,0.111,5.05,0.3,NA,0.28,0.04,NA,June,NR,NA,0.055445545,0.007920792,2.019620311,Low contamination,6
1669,2011,152,Male,SI,5.85,4.76,0.088,2.452,0.41,0.015,0.136,0.021,NA,June,R,RM,0.055464927,0.008564437,2.273524338,High contamination,5
4421,2008,199,Female,P27,6.16,5.15,0.081,2.956,0.27,NA,0.164,0.039,NA,July,R,NA,0.055480379,0.013193505,2.164126996,High contamination,2
2953,2006,179,Female,GC,NA,7.76,0.137,13.734,NA,NA,0.762,0.31,NA,June,NA,NA,0.055482744,0.02257172,2.939083193,Low contamination,0
4073,2009,197,Female,DC,8.37,6.6,0.11,9.244,0.31,NA,0.513,0.382,NA,July,R,NA,0.055495457,0.041324102,3.215349083,Low contamination,3
15913,2021,181,Male,SI,6.95,5.13,1.01,4.756,0.55,0.044,0.264,0.101,B,June,R,SM,0.055508831,0.021236333,3.5228143,High contamination,15
15839,2021,167,Female,DC,8.16,6.46,0.94,8.732,0.34,NA,0.485,0.267,A,June,R,NA,0.055542831,0.030577187,3.239038969,Low contamination,15
12185,2016,150,Female,FP,8.27,6.84,1.05,7.039,0.25,NA,0.391,0.104,D,May,NR,NA,0.055547663,0.014774826,2.199594677,Low contamination,10
10516,2013,176,Female,FP,5.76,5.63,0.7,2.718,0.22,NA,0.151,0.096,B,June,NR,NA,0.055555556,0.035320088,1.523085445,Low contamination,7
12505,2016,192,Male,LS,7.71,6.47,1,7,0.45,0.039,0.389,0.068,B,July,R,SM,0.055571429,0.009714286,2.584551545,Low contamination,10
873,2007,143,Male,P27,6.88,5.64,0.0907,4.246,0.43,0.028,0.236,NA,NA,May,R,SM,0.055581724,NA,2.366697096,High contamination,1
4437,2008,199,Male,SI,4.99,4.01,0.061,1.709,0.46,0.002,0.095,0.009,NA,July,R,SM,0.055588063,0.005266238,2.650384877,High contamination,2
3232,2006,180,Female,SI,6.33,5.08,0.1,3.075,NA,NA,0.171,0.068,NA,June,NR,NA,0.055609756,0.022113821,2.345600164,High contamination,0
735,2011,138,Male,LS,7.1,5.52,0.112,4.494,0.44,0.019,0.25,0.026,NA,May,R,SM,0.055629729,0.005785492,2.671873145,Low contamination,5
11512,2014,197,Female,LS,8.9,7.21,1.08,9.418,0.34,NA,0.524,0.389,C,July,R,NA,0.05563814,0.041303886,2.512770889,Low contamination,8
1661,2011,152,Male,SI,4.53,3.6,0.066,1.114,0.31,0.002,0.062,0.019,NA,June,R,RM,0.055655296,0.017055655,2.387688615,High contamination,5
2452,2009,170,Female,DC,9.1,7.12,0.117,10.583,0.23,NA,0.589,0.267,NA,June,R,NA,0.055655296,0.025229141,2.932032738,Low contamination,3
12388,2016,178,Female,LS,5.94,5,0.64,3.072,0.25,NA,0.171,0.119,B,June,R,NA,0.055664063,0.038736979,2.4576,Low contamination,10
1847,2010,159,Male,LS,7.45,5.92,0.097,4.886,0.59,0.023,0.272,0.048,NA,June,R,SM,0.055669259,0.009823987,2.354986069,Low contamination,4
5201,2007,213,Female,FP,11.22,9.34,0.17,20.008,0.46,NA,1.114,0.551,NA,August,NR,NA,0.055677729,0.027538984,2.455630676,Low contamination,1
10540,2013,176,Female,P27,7,5.78,0.94,4.992,0.3,NA,0.278,0.182,D,June,R,NA,0.055689103,0.036458333,2.585181631,High contamination,7
5989,2011,222,Male,SI,6.29,5.01,0.102,3.23,0.37,0.003,0.18,0.64,NA,August,NR,NA,0.055727554,0.198142415,2.56855781,High contamination,5
4387,2008,199,Female,DC,9.64,7.92,0.126,12.291,0.37,NA,0.685,0.229,NA,July,NR,NA,0.055731836,0.018631519,2.474068238,Low contamination,2
15656,2021,139,Male,DC,5.92,4.75,0.64,2.709,0.38,0.017,0.151,0.006,B,May,R,SM,0.055740126,0.002214839,2.52771541,Low contamination,15
3043,2011,179,Female,P27,6.67,5.45,0.085,3.641,0.26,NA,0.203,0.106,NA,June,NR,NA,0.055753914,0.029112881,2.249216041,High contamination,5
10538,2013,176,Female,P27,7.99,6.62,1.09,7.712,0.3,NA,0.43,0.234,D,June,R,NA,0.055757261,0.030342324,2.658233045,High contamination,7
15920,2021,181,Male,SI,5.46,4.21,0.69,2.152,0.42,0,0.12,0.034,A,June,R,SM,0.055762082,0.015799257,2.884004804,High contamination,15
13142,2017,192,Female,LS,8.4,7,1.17,7.747,0.33,NA,0.432,0.216,D,July,NR,NA,0.055763521,0.027881761,2.258600583,Low contamination,11
1673,2011,152,Female,SI,6.31,5.11,0.084,2.797,0.22,NA,0.156,0.027,NA,June,NR,NA,0.055774044,0.0096532,2.096185758,High contamination,5
3384,2007,185,Male,SI,5.24,4.2,0.066,1.667,0.43,0.008,0.093,0.017,NA,July,R,SM,0.055788842,0.01019796,2.250026995,High contamination,1
678,2012,137,Male,SI,5.59,4.44,0.082,2.366,0.3,0.019,0.132,NA,NA,May,R,SM,0.055790363,NA,2.703123138,High contamination,6
271,2008,113,Female,P27,7.04,5.49,0.124,4.929,0.29,NA,0.275,0.145,NA,NA,R,NA,0.05579225,0.029417732,2.978803015,High contamination,2
11958,2015,202,Female,SI,8.92,7.18,1.13,9.354,0.29,NA,0.522,0.26,B,July,NR,NA,0.055805003,0.027795595,2.52710934,High contamination,9
10793,2013,218,Male,P27,5.43,4.41,0.7,2.365,0.48,0.012,0.132,0.023,A,August,R,SM,0.055813953,0.009725159,2.757499083,High contamination,7
12285,2016,164,Female,P27,5.49,4.71,0.6,2.06,0.25,NA,0.115,0.091,D,June,NR,NA,0.055825243,0.044174757,1.971535035,High contamination,10
12338,2016,164,Male,SI,6.32,5.16,0.72,3.223,0.42,0.009,0.18,0.033,C,June,R,SM,0.055848588,0.010238908,2.345909212,High contamination,10
2336,2011,166,Female,LS,9.05,7.33,0.12,10.025,0.33,NA,0.56,0.237,NA,June,R,NA,0.055860349,0.023640898,2.545496225,Low contamination,5
1047,2010,146,Female,P27,7.15,5.9,0.106,5.137,0.43,NA,0.287,0.132,NA,May,NR,NA,0.055869184,0.025695931,2.501229434,High contamination,4
13051,2017,179,Male,SI,6.64,5.65,1,4.438,0.47,0.027,0.248,0.085,C,June,R,SM,0.055881027,0.019152772,2.460605296,High contamination,11
15899,2021,181,Female,FP,9.79,7.93,1.46,12.823,0.31,NA,0.717,0.396,A,June,R,NA,0.055915152,0.030882009,2.57140261,Low contamination,15
5402,2010,215,Male,P27,6.27,4.94,0.104,3.398,0.67,0.018,0.19,0.029,NA,August,R,PM,0.055915244,0.008534432,2.818658932,High contamination,4
5226,2007,213,Female,P27,7.63,6.27,0.099,6.169,0.33,NA,0.345,0.201,NA,August,NR,NA,0.055924785,0.032582266,2.502719329,High contamination,1
2884,2008,178,Male,LS,6.06,4.85,0.096,4.464,0.41,0.02,0.25,0.093,NA,June,R,SM,0.056003584,0.020833333,3.912901992,Low contamination,2
4795,2011,207,Male,SI,4.36,3.5,0.077,1.303,0.27,0.011,0.073,0.008,NA,July,R,SM,0.056024559,0.006139678,3.039067055,High contamination,5
15941,2021,195,Male,SI,5.65,4.25,0.56,2.748,0.37,0.008,0.154,0.002,D,July,R,SM,0.056040757,0.000727802,3.579727254,High contamination,15
1855,2010,159,Male,LS,5.95,4.42,0.119,5.959,0.55,0.027,0.334,0.093,NA,June,R,SM,0.056049673,0.015606645,6.900913399,Low contamination,4
2313,2011,166,Male,LS,7.88,6.42,0.117,7.529,0.51,0.036,0.422,0.086,NA,June,R,RM,0.05604994,0.0114225,2.845327183,Low contamination,5
1940,2004,162,Male,FP,NA,4.49,NA,2.461,NA,0.138,0.138,0.033,NA,June,NA,NA,0.056074766,0.013409183,2.718770761,Low contamination,-2
16468,2022,157,Female,FP,6.88,5.59,1.1,4.313,0.29,NA,0.242,0.1,D,June,NR,NA,0.056109437,0.023185718,2.469130445,Low contamination,16
11994,2015,216,Male,LS,9.81,8.17,1.44,13.189,0.66,0.068,0.741,0.152,C,August,R,PM,0.056183183,0.011524755,2.418497811,Low contamination,9
12534,2016,206,Male,LS,7.8,6.67,1.06,6.799,0.53,0.014,0.382,0.107,A,July,R,SM,0.056184733,0.015737608,2.291223945,Low contamination,10
4450,2008,199,Female,SI,5.33,4.33,0.062,1.673,0.29,NA,0.094,0.01,NA,July,NR,NA,0.056186491,0.005977286,2.060782947,High contamination,2
2295,2011,166,Male,DC,6.92,5.81,0.097,4.253,0.41,0.015,0.239,0.09,NA,June,R,SM,0.056195627,0.021161533,2.168537744,Low contamination,5
1149,2003,148,Female,LS,NA,5.99,NA,4.679,NA,NA,0.263,NA,NA,May,NA,NA,0.056208592,NA,2.177070926,Low contamination,-3
14803,2019,212,Female,P27,7.62,5.92,0.92,5.586,0.31,NA,0.314,0.128,D,July,R,NA,0.056211958,0.022914429,2.692376624,High contamination,13
3970,2011,194,Male,SI,7.41,6.1,0.18,5.778,0.41,0.032,0.325,0.048,NA,July,R,PM,0.056247837,0.008307373,2.545587516,High contamination,5
77,2008,113,Female,FP,8.14,6.61,0.116,7.144,0.24,NA,0.402,0.305,NA,NA,NR,NA,0.056270997,0.042693169,2.47364326,Low contamination,2
13894,2018,180,Female,SI,6,5.91,0.76,9.24,0.26,NA,0.52,0.08,D,June,NR,NA,0.056277056,0.008658009,4.476200471,High contamination,12
16453,2022,140,Male,DC,5.91,4.65,0.72,2.683,0.42,0.08,0.151,0.033,C,May,R,SM,0.056280283,0.012299665,2.668466862,Low contamination,16
3439,2007,185,Male,FP,5.25,4.29,0.076,1.99,0.45,0.008,0.112,0.004,NA,July,R,SM,0.056281407,0.00201005,2.520468069,Low contamination,1
2835,2002,178,Male,FP,7.4,6.2,NA,3.994,NA,NA,0.225,NA,NA,June,NA,NA,0.056334502,NA,1.675841697,Low contamination,-4
161,2008,113,Male,LS,7.54,6.05,0.11,5.145,0.32,0.008,0.29,0.032,NA,NA,R,SM,0.056365403,0.006219631,2.323374696,Low contamination,2
